"","mergeID","PITID","FishID","TL","Weight","ConditionFactor","InfectionScore","Sex","TrialDay","TrialRound","UniqueID","TankID","avespeed_tot","avespeed_mob","aveacceler","propmoving.exp","dist","timefrozen_tot.ln","centretime.lnplus1","emergelat.bin","endpointlat.bin","endpointspeed.ln","refugereturnlat.ln","PC1","PC2"
"105","G51_2",2044,"G51",14,35,1.27551020408163,2,"m",2,2,"ACT2_2C","C",23.67273712,46.72647858,97.59044647,1.59537114506699,32139.01172,6.01591322751029,0.693147180559945,0,0,NA,NA,0.504405806150566,-0.346418948267997
"106","G51_3",2044,"G51",14,35,1.27551020408163,2,"m",3,4,"ACT3_4F","C",1.619325161,19.0460186,8.718090057,1.003534401318,2927.288818,7.08623613639015,0,0,0,NA,NA,1.52023999442706,0.345327949244806
"107","G52_1",1384,"G52",12.5,27,1.3824,1,"m",1,2,"ACT1_2A","C",54.66368484,82.34716797,137.6223297,1.91477470654711,66856.45313,3.41772668361337,4.65871095291612,0,0,6.87935580446044,3.25809653802148,-0.701782612998621,-1.1633740097595
"108","G52_2",1384,"G52",12.5,27,1.3824,1,"m",2,1,"ACT2_1H","C",45.39187241,63.22473907,158.824646,1.98654548884296,58162.32422,3.69137633431252,4.30811095172371,1,1,2.77258872223978,3.52636052461616,-0.709039269411987,0.28526438596916
"109","G52_3",1384,"G52",12.5,26,1.3312,1,"m",3,5,"ACT3_5A","C",40.64649963,64.23074341,142.9668732,1.84258276680903,50634.67578,4.64535197562092,4.71312732749318,1,1,3.58351893845611,2.89037175789616,-0.486610674123112,0.424630750625742
"110","G53_1",1395,"G53",14.3,41,1.40208952375806,1,"m",1,1,"ACT1_1H","C",52.92849731,67.61283875,175.2804108,2.16664887573383,67613.3125,3.24259235148552,3.49650756146648,0,0,4.4188406077966,5.01063529409626,-0.751515404747829,-1.18560379712624
"111","G53_2",1395,"G53",14.3,41,1.40208952375806,1,"m",2,1,"ACT2_1D","C",40.52087784,59.19631577,159.2367554,1.93688373617842,51548.54297,4.7999142627806,3.67630067190708,1,1,2.70805020110221,3.58351893845611,-0.490951276040577,0.309660091405562
"112","G53_3",1395,"G53",14.3,41,1.40208952375806,1,"m",3,3,"ACT3_3H","C",33.90024948,55.52952576,132.1288605,1.78485989329545,45063.51953,5.46298398810327,4.11087386417331,1,0,NA,2.30258509299405,-0.13371298087157,-0.134225428928221
"113","G54_1",1260,"G54",9.5,11,1.28298585799679,2,"m",1,2,"ACT1_2G","C",34.04102325,68.60132599,102.1281509,1.60702723766694,42586.16016,5.81263687956828,3.97781074596615,0,1,2.56494935746154,3.55534806148941,-0.00780050703939087,0.117860347045882
"114","G54_2",1260,"G54",9.5,11,1.28298585799679,2,"m",2,1,"ACT2_1B","C",28.10732651,56.8012619,98.10406494,1.56387462051729,35235.30078,6.0137151560428,5.54868690411584,1,1,2.94443897916644,3.52636052461616,0.0256810030350505,0.890071073914339
"115","G54_3",1260,"G54",9.5,10,1.16635077999708,2,"m",3,4,"ACT3_4E","C",29.55580711,56.36487961,103.4840546,1.63658619024557,36996.96094,5.79605775076537,5.21819132206875,1,1,4.66343909411207,2.56494935746154,-0.0248098882588826,0.911461289604915
"116","G55_1",2065,"G55",11.3,23,1.5940153732387,3,"m",1,2,"ACT1_2E","C",40.4336853,80.41731262,108.9354401,1.62444306856428,49684.91797,5.32933142007721,4.01998014693324,0,0,NA,3.49650756146648,-0.16123091734665,-0.916565432474267
"117","G55_2",2065,"G55",11.3,24,1.66332038946647,3,"m",2,2,"ACT2_2E","C",28.64924431,61.99375534,100.5987549,1.54302170803178,35838.72266,5.29028519485077,4.71133038181648,1,0,NA,1.94591014905531,0.0259723092592234,-0.0558388289604152
"118","G55_3",2065,"G55",11.3,24,1.66332038946647,3,"m",3,4,"ACT3_4C","C",25.62870789,47.88957977,94.86397552,1.62527485659708,33017.13672,5.06701562753236,4.95017732505914,0,0,NA,2.94443897916644,0.220182683979459,-0.462631405690878
