"","mergeID","PITID","FishID","TL","InfectionScore","Sex","TrialDay","TrialRound","TankID","Weight","avespeed_tot","avespeed_mob","aveacceler","dist","timefrozen_tot.ln","propmoving.exp","centretime.lnplus1","emergelat.bin","endpointlat.bin","endpointspeed.ln","refugereturnlat.ln","PC1","PC2"
"11","G06_3",2153,"G06",13.2,1,"m",3,3,"E",30,41.73993301,63.42619705,146.7123718,53501.11328,5.32252205524485,1.87605370392503,4.40182926197006,1,1,3.2188758248682,4.38202663467388,-0.400006349580164,0.0306664731952316
"12","G07_1",2220,"G07",14.3,1,"m",1,5,"E",35,35.05659103,55.09522629,137.5100403,45726.67578,3.85862222870103,1.83643605918284,3.23867845216438,0,0,4.969813299576,5.08140436498446,-0.206038384909274,-0.0157757663233425
"13","G07_2",2220,"G07",14.3,1,"m",2,4,"E",36,34.46004486,55.12825394,131.2836914,44280.88672,5.03370056702725,1.81672853429065,3.7635229971097,1,1,2.07944154167984,4.74493212836325,-0.185985741633233,-0.333092180731447
"14","G07_3",2220,"G07",14.3,1,"m",3,3,"E",34,27.27675247,51.57026291,101.5214996,34994.01953,5.74588365067484,1.63980497650549,3.13549421592915,0,1,3.17805383034795,3.95124371858143,0.143410078414473,-0.467921285843718
"15","G09_1",2026,"G09",10.9,2,"m",1,6,"E",19,32.16679764,62.98014832,100.8072968,40663.9375,5.29129275161107,1.61988305116575,2.54160199346455,1,1,2.39789527279837,4.17438726989564,-0.00189437658039635,-0.449786819784961
"16","G09_2",2026,"G09",10.9,2,"m",2,3,"E",20,32.56209564,53.12212753,127.380867,41928.85547,4.89185175810629,1.78468734495163,2.7408400239252,1,1,3.29583686600433,3.80666248977032,-0.101141521095354,-0.694145412353326
"17","G09_3",2026,"G09",10.9,2,"m",3,2,"E",18,29.98181343,48.86276627,115.8547668,38918.71875,4.74319148388547,1.77931273888941,3.8286413964891,1,1,2.07944154167984,3.66356164612965,-0.0603657994112932,-0.438454467967957
"18","G10_1",2217,"G10",13.6,2,"m",1,6,"E",32,47.73799515,62.24736023,170.9520569,59690.48047,2.59525470695687,2.11385900418298,4.9177887437299,1,1,3.09104245335832,3.73766961828337,-0.82857564527364,-0.139371365005531
"19","G10_2",2217,"G10",13.6,2,"m",2,4,"E",32,46.47907257,63.44868851,166.0714722,58011.85938,4.68213122712422,2.04022837475565,5.04277974742282,1,1,2.07944154167984,5.03043792139244,-0.628854661327456,0.116500730626036
"20","G10_3",2217,"G10",13.6,2,"m",3,2,"E",32,45.39306641,64.00636292,148.194931,56828.22656,4.76898827121749,1.9600284138508,4.0517849478033,1,1,2.83321334405622,5.18738580584075,-0.510111802325534,-0.134154878709736
"21","G11_1",2233,"G11",13.5,2,"m",1,5,"E",37,39.07988358,59.86493683,147.0727997,50045.89844,4.36691299686383,1.86820586904058,3.75185425327532,0,0,NA,4.31748811353631,-0.302092149887241,0.266141693410296
"22","G11_2",2233,"G11",13.5,2,"m",2,4,"E",37,3.328862906,50.65876007,14.42383194,5028.974121,7.03359466382128,1.03303762446913,2.2082744135228,0,0,NA,NA,1.10703287571835,0.161435337627479
"23","G11_3",2233,"G11",13.5,2,"m",3,3,"E",36,9.287032127,45.91150284,37.36274719,12601.42676,6.8060547241558,1.17327095713957,4.21064501791826,0,0,NA,4.55387689160054,0.862357499073117,0.616999926621269
"24","G12_1",2099,"G12",13.4,2,"m",1,5,"E",30,36.90002823,76.80284119,127.0428085,46231.17969,5.45617545116362,1.57824272859982,3.22286784613774,0,0,NA,2.99573227355399,-0.128358096867205,0.631232122450874
"25","G12_2",2099,"G12",13.4,2,"m",2,4,"E",30,25.7948494,56.14007187,100.2844238,32937.01172,5.58499893866623,1.51808940528306,3.47815842279828,0,0,NA,NA,0.239255215735465,0.342245505596001
"26","G12_3",2099,"G12",13.4,2,"m",3,2,"E",32,20.3107338,58.79472351,74.04272461,26023.45117,6.45504131827336,1.36867130518354,3.23867845216438,0,0,NA,NA,0.485538451600995,0.456544178448682
"27","G13_1",1286,"G13",13.8,3,"m",1,6,"E",36,50.22652817,72.70973969,145.9354248,61992.20313,3.9740583963476,1.96269200336826,4.05004430332552,0,0,NA,1.6094379124341,-0.602721175528754,0.571964063915625
"28","G13_2",1286,"G13",13.8,3,"m",2,3,"E",36,16.44581795,59.01539612,56.07644272,20930.35352,6.69431450312931,1.28677504226353,5.62582093318649,0,0,NA,3.2188758248682,0.543000831170671,1.26891200943467
"29","G13_3",1286,"G13",13.8,3,"m",3,3,"E",35,5.159774303,38.52329636,20.14392662,7879.890625,6.90655455840562,1.08924555912001,2.23001440015921,0,1,1.94591014905531,3.78418963391826,1.02599283577102,-0.694205834643846
"30","G14_1",2045,"G14",16.3,2,"m",1,6,"E",58,31.05964088,58.23539734,113.2615356,40758.18359,5.43022243742798,1.63702102021517,3.30688670219091,0,0,NA,NA,0.0681043704747414,0.275236304570152
"31","G14_2",2045,"G14",16.3,2,"m",2,4,"E",58,38.32255173,54.58703232,147.1784668,50824.63672,5.05433314936197,1.93580299133046,4.83628190695148,0,0,NA,NA,-0.277135681970891,0.53540657850945
"32","G14_3",2045,"G14",16.3,2,"m",3,3,"E",59,26.96879768,53.76424408,117.776535,36461.58984,6.18291101167894,1.58598461553734,3.63758615972639,0,0,NA,NA,0.202906065685023,0.35496866359716
"33","G17_1",2028,"G17",14.9,2,"m",1,3,"D",45,24.32190132,56.25775909,86.99931335,31179.76172,6.20071199323008,1.48817919364949,1.02961941718116,0,0,NA,NA,0.432473369326842,-0.352819387795219
"34","G17_2",2028,"G17",14.9,2,"m",2,6,"D",45,28.66424561,60.24682999,114.620079,36002.04688,6.10813585391167,1.56149923058512,3.3357695763397,0,0,NA,2.39789527279837,0.173399872170806,0.396193492897994
"35","G17_3",2028,"G17",14.9,2,"m",3,2,"D",46,25.08958817,58.87060547,89.81656647,32822.03516,5.97228172769121,1.47932691623255,4.02891675689965,0,0,NA,NA,0.273948695379656,0.623269897370087
"36","G18_1",2216,"G18",13.3,1,"m",1,3,"D",26,42.5052948,64.97161865,149.891861,53995.90234,4.25985900069967,1.84059619838705,3.54961738678043,1,1,2.56494935746154,5.05624580534831,-0.464051717369654,-0.283286978980112
"37","G18_2",2216,"G18",13.3,1,"m",2,6,"D",26,36.47373199,59.73711777,147.6784363,46678.23047,5.24755024949438,1.77979228023992,3.81109708683819,1,1,2.56494935746154,3.13549421592915,-0.253723164621512,-0.213841958635372
"38","G18_3",2216,"G18",13.3,1,"m",3,1,"D",27,33.80050659,64.06497192,117.9078598,42766.59375,5.70044357339069,1.62810827116735,3.76120011569356,1,0,5.37989735354046,4.45434729625351,-0.003046360116728,0.556586691769989
"39","G19_1",2019,"G19",13.4,3,"m",1,5,"E",37,30.91571426,48.84003448,111.9288559,40521.02734,5.03043792139244,1.82119505275609,3.96271611974366,0,0,6.60665018619822,4.24849524204936,0.0188389578941628,0.208128534240595
"40","G19_2",2019,"G19",13.4,3,"m",2,3,"E",38,27.70397568,42.40126419,106.3114548,36718.72266,4.8338981155962,1.85398914274144,3.23474917402449,1,0,5.17614973257383,4.27666611901606,0.117815835377211,-0.172224631123936
"41","G19_3",2019,"G19",13.4,3,"m",3,3,"E",40,24.66138649,41.81721878,93.15203857,33201.15234,5.37620390520511,1.70832598861534,3.03974915897077,1,1,2.99573227355399,4.07753744390572,0.205358930118001,-0.736439759068052
"42","G20_1",2213,"G20",13.8,2,"m",1,3,"D",31,14.14190674,50.82613373,56.36860275,18499.81055,6.61230981591252,1.27680452535314,2.62466859216316,0,0,NA,NA,0.727292064874432,0.156189502089786
"43","G20_2",2213,"G20",13.8,2,"m",2,5,"D",30,2.634490252,53.66956711,12.34773922,3749.85376,7.05626148728136,1.02768488814344,1.91692261218206,NA,NA,NA,NA,NA,NA
"44","G21_1",2038,"G21",17.3,3,"m",1,3,"D",70,51.64512253,66.32027435,183.0036011,65978.78125,3.50254987592244,2.11562078119725,4.36944785246702,1,1,3.25809653802148,4.04305126783455,-0.859544922500854,-0.166268295909014
"45","G22_1",2030,"G22",13.3,2,"f",1,3,"D",31,24.21972847,54.62835693,86.71794128,30717.77148,3.75185425327532,1.50676083902439,4.04129534113228,0,0,NA,NA,0.148739698680094,0.35857956269572
"46","G22_2",2030,"G22",13.3,2,"f",2,5,"D",32,22.90641975,49.32164764,89.71540833,29633.74023,5.90889782345102,1.51499326741354,4.94662996412034,0,0,NA,NA,0.319043386989391,0.701905558273115
"47","G22_3",2030,"G22",13.3,2,"f",3,1,"D",32,4.256118298,20.82761955,25.62083626,7066.549805,6.8022836460399,1.07705500576094,5.45146754604171,0,0,NA,NA,1.09812511128922,0.539305772824108
"48","G24_1",2228,"G24",15.5,1,"m",1,4,"D",46,19.96536446,46.75128937,80.5796814,26236.44141,5.83597964426759,1.46851398950201,4.75445188870385,1,1,2.63905732961526,3.36729582998647,0.330152966663117,0.0160396576795151
"49","G24_2",2228,"G24",15.5,1,"m",2,6,"D",48,29.34024429,54.95696259,122.3347092,38267.62891,5.33126846668772,1.65424037078761,3.61091791264422,1,1,2.30258509299405,3.43398720448515,-0.0113323536392651,-0.308911453793067
"50","G24_3",2228,"G24",15.5,1,"m",3,1,"D",51,24.03099823,54.25101852,90.10153961,32713.41992,6.18229149694565,1.46990773865316,5.54087131138207,1,1,3.61091791264422,2.89037175789616,0.192032608691335,0.435001383381173
"51","G25_1",2122,"G25",13.7,1,"m",1,5,"D",29,27.28488731,46.17334747,122.3486099,36484.07422,4.55071400019203,1.73426339490746,2.47653840011748,1,1,3.09104245335832,4.18965474202643,0.0239207308147172,-0.929191868979978
"52","G25_2",2122,"G25",13.7,1,"m",2,6,"D",29,32.20535278,48.32897568,147.3959351,42278.37109,4.60316818331742,1.87881952239151,3.58905911883173,1,1,2.484906649788,3.58351893845611,-0.197726250114561,-0.59726776451422
"53","G25_3",2122,"G25",13.7,1,"m",3,1,"D",28,27.40758324,48.52625656,118.018959,36171.94141,5.6436785505865,1.69789411281391,1.3609765531356,1,1,3.09104245335832,3.95124371858143,0.153916372493152,-1.12921184461379
"54","G26_1",2147,"G26",13,3,"f",1,4,"D",31,37.62119675,55.492733,135.9152527,47772.97656,4.49200148788245,1.92221472909261,3.83297979808769,1,1,3.43398720448515,6.19236248947487,-0.319909862504145,-0.379835447466565
"55","G26_2",2147,"G26",13,3,"f",2,6,"D",31,19.80940628,53.48014832,80.4477005,25639.79883,6.34229745956308,1.38304471631782,3.75653810258775,0,0,3.73766961828337,1.38629436111989,0.47822168588009,0.491696234745463
"56","G26_3",2147,"G26",13,3,"f",3,1,"D",32,12.74363518,48.3531723,47.39408875,16848.72656,6.63725803128446,1.24817150951383,3.36384159511839,0,0,4.46590811865458,2.83321334405622,0.767417689483031,0.357482239089006
"57","G27_1",2116,"G27",13.4,1,"m",1,3,"D",28,53.27090454,69.88514709,205.3202667,71356.05469,4.47506150064107,2.11420035444053,3.22684399451738,1,1,2.77258872223978,5.29330482472449,-0.860795734807102,-0.39745600800717
"58","G27_2",2116,"G27",13.4,1,"m",2,6,"D",29,36.91891098,64.75605774,146.7367096,46163.59766,5.40132511662227,1.71185763819152,3.66612246699132,1,1,2.77258872223978,3.61091791264422,-0.244089703879293,-0.125243387097895
"59","G27_3",2116,"G27",13.4,1,"m",3,1,"D",27,22.4446888,52.49478531,84.50549316,30368.54883,6.02996384625859,1.44802014621696,3.8286413964891,0,0,NA,NA,0.380404212574046,0.449491584603332
"60","G28_1",2110,"G28",14.9,1,"m",1,4,"D",43,24.91535759,59.92234802,89.60579681,31803.21875,6.17565934828362,1.50946852398547,4.2780540442909,1,1,2.70805020110221,3.93182563272433,0.189186592473607,0.141153147347161
"61","G28_2",2110,"G28",14.9,1,"m",2,5,"D",44,27.6168251,62.41623688,103.3243179,34374.39063,6.24261229483179,1.51793662789916,5.14107859012155,1,1,4.47733681447821,2.94443897916644,0.0796896845965269,0.452566104596459
"62","G28_3",2110,"G28",14.9,1,"m",3,1,"D",45,35.23678207,55.53258896,128.8289795,44635.66797,5.05433314936197,1.82767460286253,5.41832015894273,1,0,NA,3.58351893845611,-0.168256581210341,0.785053209442884
"63","G29_1",2156,"G29",16.7,1,"m",1,6,"E",60,35.35190201,64.68862152,115.8107376,45533.46094,4.79413628550071,1.6750613123581,4.02177386938726,1,1,2.484906649788,4.00733318523247,-0.206201109154369,-0.019675563882378
"64","G29_2",2156,"G29",16.7,1,"m",2,3,"E",61,36.35943604,56.86929703,136.3191376,47750.35547,5.26527751246984,1.85037645763067,3.36729582998647,1,1,1.6094379124341,3.78418963391826,-0.221873488263448,-0.417025097838072
"65","G29_3",2156,"G29",16.7,1,"m",3,2,"E",64,29.46918106,54.66563034,112.2802505,39146.83984,5.42097737928392,1.65310527822972,2.89037175789616,1,1,3.55534806148941,3.8286413964891,0.0392808574361906,-0.521829200874502
"66","G30_1",2034,"G30",13,2,"m",1,4,"D",27,40.45141602,61.55904388,144.4046326,51136.94922,4.20618404397764,1.84132612290904,4.07414185490458,1,1,3.09104245335832,3.95124371858143,-0.421495556029044,-0.18789611027651
"67","G30_2",2034,"G30",13,2,"m",2,5,"D",26,34.27407074,47.03160477,153.2724457,45060.10156,4.85203026391962,2.02343992452489,3.65325227647079,1,1,4.23410650459726,4.9416424226093,-0.264359799548345,-0.629706626185564
"68","G31_1",2089,"G31",13.7,1,"m",1,4,"D",39,39.09820557,58.62684631,133.9951782,49132.30078,2.89037175789616,1.89996112417017,3.49650756146648,0,0,NA,NA,-0.372764922969346,0.0481057505793576
"69","G31_2",2089,"G31",13.7,1,"m",2,6,"D",39,42.17656326,56.17679596,164.0066376,52801.19531,2.87356463957978,2.07386580242338,3.18221184049661,0,0,NA,NA,-0.5149264852316,-0.181988804728156
"70","G34_1",2119,"G34",15.4,2,"f",1,3,"D",55,29.44417191,54.52335358,110.9964371,38407.92969,5.4402508624367,1.66082327795348,4.03246915850401,1,1,3.2188758248682,4.15888308335967,0.00614301270257833,-0.165665761472692
"71","G34_2",2119,"G34",15.4,2,"f",2,6,"D",55,22.96009636,46.93788147,100.6687317,30272.33594,5.97913889741734,1.56140537012593,2.18605127673809,1,1,4.47733681447821,2.30258509299405,0.310162939113306,-0.821098580991921
"72","G34_3",2119,"G34",15.4,2,"f",3,2,"D",53,2.572062492,15.39129925,16.39823723,4663.263184,7.02784675923996,1.03522102847497,0,0,0,NA,3.52636052461616,1.40228164738628,-1.24226562389303
"73","G35_1",2021,"G35",15.6,1,"m",1,4,"D",46,36.6524353,69.55497742,123.1023712,46426.86719,5.57139328661046,1.64599703184515,4.748404354074,0,0,NA,5.20948615284142,-0.141660459937109,0.958489334104508
"74","G35_2",2021,"G35",15.6,1,"m",2,5,"D",47,13.25773811,39.05145645,54.96721268,17616.68945,6.51323011091231,1.31591357203368,3.83729945923221,0,0,NA,NA,0.751080338055844,0.282132994548014
"75","G35_3",2021,"G35",15.6,1,"m",3,2,"D",48,21.38794136,45.79494476,86.37666321,29839.3457,6.25094002766958,1.50280582378556,2.40694510831829,0,0,NA,NA,0.477790857824079,-0.132551642400442
"76","G36_1",2126,"G36",15.6,1,"m",1,4,"D",52,43.80353546,56.24193573,169.1217499,56754.04297,2.79728133483015,2.13334214893018,3.31418600467253,1,1,2.56494935746154,3.66356164612965,-0.675068499596567,-0.754756989439185
"77","G36_2",2126,"G36",15.6,1,"m",2,5,"D",52,27.21306419,45.6930542,104.623848,34807.34766,5.49347288132208,1.75121561687456,3.28840188751681,1,1,1.79175946922805,3.98898404656427,0.114013710572643,-0.59414312896652
"78","G36_3",2126,"G36",15.6,1,"m",3,1,"D",53,34.38957596,49.86284256,124.5514679,43960.74609,4.6931810633108,1.92995144197145,3.5918177412708,1,1,1.6094379124341,3.52636052461616,-0.192089238288035,-0.545575217402576
"79","G38_1",1313,"G38",11.7,2,"m",1,2,"C",24,42.5879364,59.64762878,136.3898315,53363.49219,3.4904285153901,1.99033766450889,3.58073729549423,1,1,3.25809653802148,4.06044301054642,-0.505202954534397,-0.470696239263997
"80","G38_2",1313,"G38",11.7,2,"m",2,2,"C",25,41.11387253,55.00705338,160.6928406,52893.10547,3.8877303128591,2.06184858342526,3.80888224650863,1,1,3.09104245335832,3.98898404656427,-0.517991943179815,-0.509850801937422
"81","G38_3",1313,"G38",11.7,2,"m",3,4,"C",25,36.64358521,49.44364548,144.661026,47294.11328,3.76584049525006,2.0471552940141,3.58073729549423,1,1,2.56494935746154,3.89182029811063,-0.378008077135326,-0.68576233307783
"82","G39_1",2112,"G39",12.9,1,"m",1,1,"C",32,45.77867508,65.9125824,156.6507263,58592.18359,3.75419892023458,1.95579941346342,3.93963817246112,1,1,3.29583686600433,4.24849524204936,-0.625396744728303,-0.219826898509936
"83","G39_2",2112,"G39",12.9,1,"m",2,2,"C",32,36.86471176,60.9798851,123.1084137,46989.29297,4.01638302075239,1.77499326756667,3.72086249996699,0,1,3.17805383034795,3.58351893845611,-0.299729136964128,-0.286482127472268
"84","G39_3",2112,"G39",12.9,1,"m",3,5,"C",33,21.20429993,54.10448837,73.09890747,27153.66992,6.13945342482143,1.42561910782348,4.05525717351405,NA,NA,NA,NA,NA,NA
"85","G40_1",2101,"G40",12.8,1,"m",1,1,"C",28,32.94677734,55.33686066,116.3058548,42090.96094,3.82209829790016,1.75168841959256,3.62700405039585,1,1,3.13549421592915,4.95582705760126,-0.195629077926752,-0.434764501603812
"86","G40_2",2101,"G40",12.8,1,"m",2,2,"C",27,12.09745121,50.99975967,48.68787003,15800.65234,6.58975144664397,1.22014114905546,4.39197696552705,0,0,NA,NA,0.728385563474296,0.735379859028108
"87","G40_3",2101,"G40",12.8,1,"m",3,4,"C",28,2.308203459,11.62896729,12.74443436,4267.463379,7.08732304757947,1.00403634920337,0,0,0,NA,NA,1.45204777463823,-1.29995486320622
"88","G41_1",2133,"G41",14.2,1,"m",1,2,"C",32,10.85033894,54.24602127,39.13879013,14169.86816,6.719858207855,1.18608487014193,2.19722457733622,0,0,NA,NA,0.847404550831322,0.141050631995466
"89","G41_2",2133,"G41",14.2,1,"m",2,1,"C",31,21.51032829,46.391716,89.02384949,28153.36914,5.7362496647937,1.52932273876194,4.94662996412034,0,0,NA,NA,0.34010004323857,0.624359782278164
"90","G42_1",2014,"G42",15.5,2,"m",1,1,"C",45,36.36778641,56.99541855,139.0204163,46802.82813,4.84733174313806,1.83715316399484,4.24992279404054,0,0,NA,NA,-0.19851466170539,0.418379060466405
"91","G44_1",2009,"G44",10.5,2,"m",1,2,"C",14,28.64929962,59.90959167,94.57930756,37427.84375,5.32398511329661,1.56530009405569,3.91402100809082,0,0,NA,3.98898404656427,0.13064692799059,0.529853722030954
"92","G44_2",2009,"G44",10.5,2,"m",2,1,"C",13,21.93288612,59.6257019,84.38700104,27722.32813,6.30536246169066,1.40365785796774,4.22537282462851,0,1,3.76120011569356,4.34380542185368,0.29455900983666,0.162307490247275
"93","G44_3",2009,"G44",10.5,2,"m",3,4,"C",13,15.7500515,47.88713455,63.73259354,20585.12891,6.30060229158905,1.33196557075153,4.59814557105113,0,0,NA,3.68887945411394,0.593268027475358,0.669360243077894
"94","G45_1",2070,"G45",11,3,"f",1,1,"C",18,27.43066406,56.53570557,97.45061493,36302.03906,5.99121451585277,1.53495706659032,3.17805383034795,0,0,NA,NA,0.246789663842069,0.288988466732471
"95","G45_2",2070,"G45",11,3,"f",2,1,"C",18,3.723870754,37.54680634,22.28316879,5668.289551,7.06219163228656,1.04142278634511,0.405465108108164,NA,NA,NA,NA,NA,NA
"96","G46_1",2024,"G46",16.3,1,"m",1,2,"C",50,40.0824852,65.10315704,126.4617767,55874.38672,5.31811999384422,1.80386256633996,4.83469334426634,0,0,NA,6.44730586254121,-0.276541103374141,0.831427318087434
"97","G46_2",2024,"G46",16.3,1,"m",2,1,"C",50,34.06825638,54.89578247,120.1858139,43224.83594,4.65681341913993,1.78938777462591,4.54754107315146,0,0,NA,NA,-0.115007259761543,0.486669165680669
"98","G46_3",2024,"G46",16.3,1,"m",3,4,"C",52,32.64383316,54.41271591,123.7369919,47795.28516,5.26682669945667,1.76734674179099,3.98898404656427,0,0,NA,NA,-0.063823322212444,0.352885388733924
"99","G48_1",2084,"G48",9.8,3,"f",1,1,"C",12,7.048670769,52.91149139,28.56866837,10702.05371,6.46037382777268,1.09027098234581,1.54756250871601,0,0,NA,NA,0.962008495573191,-0.074641579137676
"100","G48_2",2084,"G48",9.8,3,"f",2,1,"C",11,7.177793026,81.7110672,29.01316452,9578.140625,7.02019070831193,1.06856104324984,2.71469474382088,NA,NA,NA,NA,NA,NA
"101","G49_1",2040,"G49",13.2,2,"m",1,2,"C",35,54.8841629,70.04046631,147.2184906,69119.28125,3.50254987592244,2.09166350124586,4.23988686751276,1,1,3.97029191355212,4.40671924726425,-0.833298722304087,-0.08169110829701
"102","G49_2",2040,"G49",13.2,2,"m",2,2,"C",35,50.88685226,67.19674683,168.4738617,64063.67578,3.9963641538619,2.09049888197062,4.22097721315547,1,1,2.99573227355399,4.47733681447821,-0.76482724588216,-0.133311429564812
"103","G49_3",2040,"G49",13.2,2,"m",3,4,"C",36,43.86082077,58.68994141,154.0198975,54948.60938,4.41763506214125,2.05153389741948,3.5055573969864,1,1,3.29583686600433,5.3890717298165,-0.504266792518847,-0.475447751003422
"104","G51_1",2044,"G51",14,2,"m",1,1,"C",35,27.23720741,67.98152161,82.09333801,34586.71875,6.19195340785739,1.45484993085749,0.641853886172395,0,0,NA,NA,0.353536988317997,-0.221695432205964
"105","G51_2",2044,"G51",14,2,"m",2,2,"C",35,23.67273712,46.72647858,97.59044647,32139.01172,6.01591322751029,1.59537114506699,0.693147180559945,0,0,NA,NA,0.429942105511894,-0.707809572880723
"106","G51_3",2044,"G51",14,2,"m",3,4,"C",35,1.619325161,19.0460186,8.718090057,2927.288818,7.08623613639015,1.003534401318,0,0,0,NA,NA,1.42911430636918,-1.14776398349272
"107","G52_1",1384,"G52",12.5,1,"m",1,2,"C",27,54.66368484,82.34716797,137.6223297,66856.45313,3.41772668361337,1.91477470654711,4.65871095291612,0,0,6.87935580446044,3.25809653802148,-0.753551026653435,0.94006260210525
"108","G52_2",1384,"G52",12.5,1,"m",2,1,"C",27,45.39187241,63.22473907,158.824646,58162.32422,3.69137633431252,1.98654548884296,4.30811095172371,1,1,2.77258872223978,3.52636052461616,-0.635983337249281,-0.174940831142042
"109","G52_3",1384,"G52",12.5,1,"m",3,5,"C",26,40.64649963,64.23074341,142.9668732,50634.67578,4.64535197562092,1.84258276680903,4.71312732749318,1,1,3.58351893845611,2.89037175789616,-0.422845633356132,0.102634381372778
"110","G53_1",1395,"G53",14.3,1,"m",1,1,"C",41,52.92849731,67.61283875,175.2804108,67613.3125,3.24259235148552,2.16664887573383,3.49650756146648,0,0,4.4188406077966,5.01063529409626,-0.791269473927544,0.148638334934724
"111","G53_2",1395,"G53",14.3,1,"m",2,1,"C",41,40.52087784,59.19631577,159.2367554,51548.54297,4.7999142627806,1.93688373617842,3.67630067190708,1,1,2.70805020110221,3.58351893845611,-0.414448466791477,-0.357083219289734
"112","G53_3",1395,"G53",14.3,1,"m",3,3,"C",41,33.90024948,55.52952576,132.1288605,45063.51953,5.46298398810327,1.78485989329545,4.11087386417331,1,0,NA,2.30258509299405,-0.0773516475539835,0.41509667579489
"113","G54_1",1260,"G54",9.5,2,"m",1,2,"C",11,34.04102325,68.60132599,102.1281509,42586.16016,5.81263687956828,1.60702723766694,3.97781074596615,0,1,2.56494935746154,3.55534806148941,-0.0719605134690496,0.159804213478055
"114","G54_2",1260,"G54",9.5,2,"m",2,1,"C",11,28.10732651,56.8012619,98.10406494,35235.30078,6.0137151560428,1.56387462051729,5.54868690411584,1,1,2.94443897916644,3.52636052461616,0.0703391237341458,0.442724494822995
"115","G54_3",1260,"G54",9.5,2,"m",3,4,"C",10,29.55580711,56.36487961,103.4840546,36996.96094,5.79605775076537,1.63658619024557,5.21819132206875,1,1,4.66343909411207,2.56494935746154,0.0118440431322529,0.287167530123698
"116","G55_1",2065,"G55",11.3,3,"m",1,2,"C",23,40.4336853,80.41731262,108.9354401,49684.91797,5.32933142007721,1.62444306856428,4.01998014693324,0,0,NA,3.49650756146648,-0.209601309687095,0.954381030814846
"117","G55_2",2065,"G55",11.3,3,"m",2,2,"C",24,28.64924431,61.99375534,100.5987549,35838.72266,5.29028519485077,1.54302170803178,4.71133038181648,1,0,NA,1.94591014905531,0.0903409282802402,0.818587132747665
"118","G55_3",2065,"G55",11.3,3,"m",3,4,"C",24,25.62870789,47.88957977,94.86397552,33017.13672,5.06701562753236,1.62527485659708,4.95017732505914,0,0,NA,2.94443897916644,0.17694598748294,0.572060625525022
