Date,TimeLoaded,TrialType,TrialDay,TrialRound,ArenaID,TankID,PITID,FishID,Treatment,TL,SL,Sex,Weight,ImageJ_width_pixel,ImageJ_height_pixel,ppmm_x_calc,ppmm_y_calc,width_pixel,height_pixel,width_mm,height_mm,arenaarea_m2,visibilityrate,avespeed_tot,avespeed_mob,aveacceler,propmoving,dist,frozenevents,timefrozen_tot.raw,timefrozen_tot,timefrozen_ave.raw,timefrozen_ave,offset,centre_0_25,centre_25_50,centre_50_75,centre_75_100,centre_100_,centretime25,centretime50,centretime75,centretime100
10-11-2020,10:30,ACT,4,1,F,D_1,NA,K06,cont,12.8,10.7,F,35,179,263.008,0.55503876,0.534026396,177,267,319,500,0.1595,1,19.08,56.32,66.57,0.31,23829,74,00:11:39,699,00:00:09,9,n,2944,23516,4945,2190,2306,1098.566667,314.7,149.8666667,76.86666667
12-11-2020,13:05,ACT,5,4,B,D_1,NA,K06,cont,12.8,10.8,F,33,176.045,256.002,0.545875969,0.519801015,174,259,319,498,0.15886,1,17.46,51.61,69.03,0.31,22302,78,00:11:57,717,00:00:09,9,n,7519,21447,4455,1680,899,949.3666667,234.4666667,85.96666667,29.96666667
10-11-2020,10:30,ACT,4,1,G,D_2,1351,K07,pit,12.6,11,M,29,175.011,262,0.542669767,0.531979695,172,262,317,493,0.15628,1,1.17,37.06,8.98,0.01,1652,3,00:19:49,1189,00:06:36,396,n,136,35649,29,31,155,1195.466667,7.166666667,6.2,5.166666667
12-11-2020,13:05,ACT,5,4,G,D_2,1351,K07,pit,12.5,10.7,M,29,175.026,264.068,0.542716279,0.53617868,176,263,324,491,0.15908,1,1.57,74.73,8.97,0.01,2055,5,00:19:46,1186,00:03:57,237,n,94,34947,51,822,86,1196.866667,31.96666667,30.26666667,2.866666667
10-11-2020,10:30,ACT,4,1,H,D_2,1439,K08,pit,12.9,11.1,M,36,157.318,257.008,0.487807752,0.521843655,156,257,320,492,0.15744,1,35.66,69.52,103.05,0.5,43739,59,00:06:40,400,00:00:07,7,n,4052,9152,9646,6353,6797,1064.933333,759.8666667,438.3333333,226.5666667
12-11-2020,14:10,ACT,5,5,B,D_2,1439,K08,pit,12.6,11,M,36,175.011,258.017,0.542669767,0.523892386,172,257,317,491,0.15565,1,14.81,64.38,53.75,0.21,18351,31,00:13:51,831,00:00:27,27,n,22619,7299,2013,2244,1825,446.0333333,202.7333333,135.6333333,60.83333333
10-11-2020,12:00,ACT,4,2,A,D_2,1422,K09,clip,17.2,14.7,M,84,163.077,256.008,0.505665116,0.519813198,163,255,322,491,0.1581,1,37.22,68.05,114.78,0.53,46538,51,00:05:32,332,00:00:07,7,n,1818,22230,7002,2755,2195,1139.4,398.4,165,73.16666667
12-11-2020,14:10,ACT,5,5,D,D_2,1422,K09,clip,16.5,14.6,M,85,158.013,251.032,0.489962791,0.509709645,157,253,320,496,0.15872,1,11.81,61.95,38.58,0.17,14980,48,00:15:24,924,00:00:19,19,n,488,25241,7281,615,2375,1183.733333,342.3666667,99.66666667,79.16666667
10-11-2020,12:00,ACT,4,2,B,D_2,1376,K10,clip,13.9,11.9,M,44,178.025,257.049,0.552015504,0.521926904,178,261,322,500,0.161,1,25.9,62.53,75.11,0.39,31944,74,00:07:23,443,00:00:06,6,n,1302,23021,6636,3116,1844,1153.9,386.5333333,165.3333333,61.46666667
12-11-2020,14:10,ACT,5,5,A,D_2,1376,K10,clip,13.8,11.9,M,43,162.151,254.008,0.502793798,0.515752284,165,258,328,500,0.164,1,31.24,66.07,103.4,0.45,38771,65,00:06:08,368,00:00:06,6,y,2384,19151,9016,2726,2662,1118.5,480.1333333,179.6,88.73333333
10-11-2020,12:00,ACT,4,2,C,D_2,NA,K11,cont,15,12.8,M,60,174.026,255.196,0.539615504,0.518164467,170,254,315,490,0.15435,1,31.36,61.48,87.12,0.49,38890,51,00:04:20,260,00:00:05,5,n,6050,24179,3607,1286,878,998.3333333,192.3666667,72.13333333,29.26666667
12-11-2020,13:05,ACT,5,4,H,D_2,NA,K11,cont,14.4,12.8,M,59,158.155,258.002,0.490403101,0.523861929,160,255,326,487,0.15876,1,37.57,68.18,119.46,0.53,46309,49,00:03:50,230,00:00:05,5,y,6455,24630,3478,1001,436,984.8333333,163.8333333,47.9,14.53333333
10-11-2020,12:00,ACT,4,2,D,D_2,NA,K12,cont,15,12.9,M,48,157.013,250.577,0.486862016,0.508785787,158,250,325,491,0.15958,1,1.92,18.79,11.97,0.01,2804,3,00:19:47,1187,00:06:36,396,n,26262,9738,0,0,0,324.6,0,0,0
12-11-2020,14:10,ACT,5,5,C,D_2,NA,K12,cont,15.1,13,M,48,173.012,254.071,0.536471318,0.515880203,171,259,319,502,0.16014,1,1.64,16.73,10.68,0,2375,4,00:19:52,1192,00:04:58,298,n,32053,3947,0,0,0,131.5666667,0,0,0
10-11-2020,12:00,ACT,4,2,E,D_3,1264,K13,clip,13.8,11.5,F,40,165.003,263.068,0.511637209,0.534148223,164,263,321,492,0.15793,1,35.8,67.64,101.52,0.51,44102,37,00:04:42,282,00:00:08,8,n,3094,13727,5884,5501,7794,1096.866667,639.3,443.1666667,259.8
12-11-2020,14:10,ACT,5,5,E,D_3,1264,K13,clip,13.3,11.5,F,44,163.028,262.002,0.505513178,0.531983756,162,266,320,500,0.16,1,34.14,63.62,105.13,0.52,42233,43,00:05:11,311,00:00:07,7,n,5163,15596,4555,3145,7541,1027.9,508.0333333,356.2,251.3666667
10-11-2020,12:00,ACT,4,2,F,D_3,1265,K14,clip,17.1,14.9,M,72,179.011,266.12,0.555072868,0.540345178,176,262,317,485,0.15375,0.99,36.6,62.32,109.02,0.56,45820,27,00:04:10,250,00:00:09,9,n,2865,22570,6180,1967,1979,1089.866667,337.5333333,131.5333333,65.96666667
12-11-2020,14:10,ACT,5,5,F,D_3,1265,K14,clip,16.8,14.8,M,80,179.003,262.002,0.555048062,0.531983756,180,263,324,494,0.16006,0.98,27.31,48.57,107.6,0.52,35745,36,00:03:40,220,00:00:06,6,n,2784,25343,4197,1308,1545,1079.766667,235,95.1,51.5
10-11-2020,12:00,ACT,4,2,G,D_3,1375,K15,pit,13.6,11.3,M,39,174.026,261.031,0.539615504,0.530012183,179,257,332,485,0.16102,1,62.42,85.7,152.17,0.72,76174,9,00:00:33,33,00:00:04,4,y,9531,21121,3191,1165,992,882.3,178.2666667,71.9,33.06666667
12-11-2020,15:15,ACT,5,6,A,D_3,1375,K15,pit,13.4,11.3,M,39,163.15,255.125,0.505891473,0.518020305,164,259,324,500,0.162,0.98,42.46,66.59,105.07,0.61,52319,23,00:01:45,105,00:00:05,5,n,9447,20601,3658,674,981,863.8,177.1,55.16666667,32.7
10-11-2020,12:00,ACT,4,2,H,D_3,NA,K16,cont,12.9,10.8,M,30,158.202,257.002,0.490548837,0.521831472,159,258,324,494,0.16006,1,27.82,61.41,83.86,0.43,34467,66,00:07:14,434,00:00:07,7,n,8273,22793,3437,754,743,924.2333333,164.4666667,49.9,24.76666667
12-11-2020,14:10,ACT,5,5,G,D_3,NA,K16,cont,13.2,11,M,30,173.026,263.002,0.536514729,0.534014213,172,263,321,492,0.15793,1,5.23,62.09,19.49,0.07,6544,28,00:18:22,1102,00:00:39,39,n,11538,20809,2681,704,268,815.4,121.7666667,32.4,8.933333333
10-11-2020,13:20,ACT,4,3,A,D_3,NA,K17,cont,16.8,14.1,M,71,161.607,256.156,0.501106977,0.520113706,165,258,329,496,0.16318,1,32.19,63.17,92.17,0.48,40274,32,00:05:18,318,00:00:10,10,y,4000,23601,7222,922,255,1066.666667,279.9666667,39.23333333,8.5
12-11-2020,14:10,ACT,5,5,H,D_3,NA,K17,cont,16.7,14,M,71,159.201,256.049,0.493646512,0.519896447,162,254,328,489,0.16039,1,28.41,57.47,101.48,0.47,36118,46,00:06:56,416,00:00:09,9,y,7043,25302,2243,888,524,965.2333333,121.8333333,47.06666667,17.46666667
10-11-2020,13:20,ACT,4,3,B,D_3,1380,K18,pit,13.3,11.2,M,38,179.272,258.088,0.555882171,0.524036548,178,262,320,500,0.16,1,34.63,79.96,92.39,0.42,42384,76,00:08:42,522,00:00:07,7,n,3600,24150,5460,1343,1359,1077.066667,272.0666667,90.06666667,45.3
12-11-2020,15:15,ACT,5,6,B,D_3,1380,K18,pit,13.3,11.3,M,39,176.071,257.002,0.545956589,0.521831472,177,257,324,492,0.15941,1,15.57,69.77,47.01,0.2,19257,89,00:14:26,866,00:00:10,10,n,2848,19621,8680,2507,2344,1105.066667,451.0333333,161.7,78.13333333
10-11-2020,13:20,ACT,4,3,C,D_4,1256,K19,pit,12.1,10.7,M,21,175.324,254.118,0.54364031,0.515975635,170,256,313,496,0.15525,1,28.21,70.04,82.59,0.38,35070,79,00:08:45,525,00:00:07,7,n,9406,22887,2280,821,460,881.6,118.7,42.7,15.33333333
12-11-2020,15:15,ACT,5,6,G,D_4,1256,K19,pit,12,10.5,M,20,177.045,264.002,0.548976744,0.53604467,174,267,317,498,0.15787,1,17.89,60.56,57.9,0.27,22375,104,00:12:14,734,00:00:07,7,n,5358,22577,4556,2019,1460,1020.4,267.8333333,115.9666667,48.66666667
10-11-2020,13:20,ACT,4,3,D,D_4,NA,K20,cont,11.5,9.9,M,30,157.592,249.288,0.488657364,0.506168528,161,252,329,498,0.16384,1,29.58,54.57,92.02,0.52,36745,42,00:04:01,241,00:00:06,6,y,7068,15385,6078,2785,4684,964.4,451.5666667,248.9666667,156.1333333
12-11-2020,15:15,ACT,5,6,F,D_4,NA,K20,cont,11.5,9.6,M,29,182,264.008,0.564341085,0.536056853,181,262,321,489,0.15697,0.98,30.09,49.29,90.8,0.58,37608,36,00:03:11,191,00:00:05,5,n,13428,15357,2549,1579,2546,734.3666667,222.4666667,137.5,84.86666667
10-11-2020,13:20,ACT,4,3,E,D_4,1434,K21,pit,10.1,8.7,F,14,163.514,265.1,0.507020155,0.538274112,165,262,325,487,0.15828,0.97,29.54,60.57,84.19,0.45,36573,69,00:07:15,435,00:00:06,6,y,16731,16043,1885,264,131,610.7666667,76,13.16666667,4.366666667
12-11-2020,15:15,ACT,5,6,H,D_4,1434,K21,pit,10.3,8.8,F,16,158.202,257.031,0.490548837,0.521890355,160,257,326,492,0.16039,0.96,22.88,54.06,73.16,0.39,28511,67,00:08:35,515,00:00:08,8,y,17232,10938,4123,1137,1222,580.6666667,216.0666667,78.63333333,40.73333333
10-11-2020,13:20,ACT,4,3,F,D_4,1332,K22,clip,13.4,11.5,M,39,182.219,265.1,0.565020155,0.538274112,183,264,324,490,0.15876,1,36.34,67.7,90.54,0.51,44741,48,00:05:19,319,00:00:07,7,n,4559,22405,5763,1928,1237,1044.433333,297.6,105.5,41.23333333
12-11-2020,15:15,ACT,5,6,E,D_4,1332,K22,clip,12.9,10.6,M,39,166.003,264.047,0.514737984,0.536136041,164,263,319,491,0.15663,1,20.49,51.74,59.2,0.37,25557,54,00:08:32,512,00:00:09,9,n,8375,20043,2729,1334,3489,919.8333333,251.7333333,160.7666667,116.3
10-11-2020,13:20,ACT,4,3,G,D_4,NA,K23,cont,13.5,11.2,M,32,175.421,258.065,0.543941085,0.523989848,179,260,329,496,0.16318,1,68.97,97.2,171.46,0.7,84544,25,00:01:55,115,00:00:05,5,y,6386,21108,5708,1788,881,982.8333333,279.2333333,88.96666667,29.36666667
12-11-2020,15:15,ACT,5,6,D,D_4,NA,K23,cont,13.4,11.1,M,31,159.003,252.198,0.493032558,0.512077157,157,254,318,496,0.15773,0.98,47.83,75.16,131.2,0.62,59539,43,00:03:46,226,00:00:05,5,n,13366,16278,3253,1761,449,724.7,182.1,73.66666667,14.96666667
10-11-2020,13:20,ACT,4,3,H,D_4,1317,K24,clip,12.7,10.8,F,32,158.605,254.135,0.49179845,0.516010152,159,252,323,488,0.15762,1,28.84,69.17,88.39,0.4,35465,50,00:07:38,458,00:00:09,9,n,13164,16047,3263,1308,2218,761.2,226.3,117.5333333,73.93333333
12-11-2020,15:15,ACT,5,6,C,D_4,1317,K24,clip,12.5,10.8,F,31,174.003,254.049,0.539544186,0.515835533,173,256,321,496,0.15922,1,25.14,58.21,73.63,0.41,30919,55,00:07:36,456,00:00:08,8,n,8976,18338,4292,1624,2593,894.9,283.6333333,140.5666667,86.43333333
10-11-2020,14:45,ACT,4,4,A,E_1,1381,K25,pit,11.8,10,M,28,162.028,256.049,0.502412403,0.519896447,164,259,326,498,0.16235,0.98,49.7,69.13,144.76,0.7,61143,7,00:01:00,60,00:00:09,9,y,10846,14071,3854,2528,4118,819.0333333,350,221.5333333,137.2666667
12-11-2020,09:35,ACT,5,1,B,E_1,1381,K25,pit,11.9,9.9,M,28,176.071,256.018,0.545956589,0.519833503,175,256,321,492,0.15793,1,27.43,53.31,90.99,0.49,34515,36,00:03:56,236,00:00:07,7,n,6262,15985,5326,2536,5830,989.2333333,456.4,278.8666667,194.3333333
10-11-2020,14:45,ACT,4,4,B,E_1,NA,K26,cont,12.2,10.4,F,24,179.025,257,0.555116279,0.521827411,177,258,319,494,0.15759,1,1.28,13.47,12.79,0.01,1838,2,00:19:59,1199,00:09:59,599,n,8773,27227,0,0,0,907.5666667,0,0,0
12-11-2020,09:35,ACT,5,1,F,E_1,NA,K26,cont,12.2,10.5,F,23,180.011,264.047,0.558173643,0.536136041,175,261,314,487,0.15292,1,1.2,10.89,10.27,0,1790,1,00:20:00,1200,00:20:00,1200,n,36000,0,0,0,0,0,0,0,0
10-11-2020,14:45,ACT,4,4,C,E_1,1263,K27,pit,15.5,13.3,M,60,173.003,256.031,0.536443411,0.519859898,172,258,321,496,0.15922,1,1.15,24.17,8.24,0.01,1688,3,00:19:47,1187,00:06:36,396,n,22437,13559,4,0,0,452.1,0.133333333,0,0
12-11-2020,09:35,ACT,5,1,C,E_1,1263,K27,pit,15.4,13.5,M,61,173.003,255.071,0.536443411,0.51791066,169,258,315,498,0.15687,1,1.38,71.35,6.67,0.01,1828,5,00:19:43,1183,00:03:57,237,n,5742,29542,476,206,34,1008.6,23.86666667,8,1.133333333
10-11-2020,14:45,ACT,4,4,D,E_1,1321,K28,clip,14.7,12.3,F,58,159.003,252.05,0.493032558,0.51177665,157,253,318,494,0.15709,1,20.67,51.89,67.52,0.37,25581,85,00:08:55,535,00:00:06,6,n,3505,14571,8526,3444,5954,1083.166667,597.4666667,313.2666667,198.4666667
12-11-2020,09:35,ACT,5,1,E,E_1,1321,K28,clip,14.5,12.2,F,58,164.049,261.031,0.50867907,0.530012183,168,262,330,494,0.16302,1,11.71,44.64,41.31,0.23,14686,71,00:12:30,750,00:00:11,11,y,2274,20037,5316,2970,5403,1124.2,456.3,279.1,180.1
10-11-2020,14:45,ACT,4,4,E,E_1,1496,K29,clip,14.4,12.1,F,49,167.075,264.008,0.518062016,0.536056853,167,260,322,485,0.15617,1,52.54,76.8,145.89,0.67,64308,15,00:01:26,86,00:00:06,6,n,6389,21300,5161,1462,1650,985.7666667,275.7666667,103.7333333,55
12-11-2020,09:35,ACT,5,1,A,E_1,1496,K29,clip,13.5,11.8,F,47,163.077,255.008,0.505665116,0.517782741,168,257,332,496,0.16467,1,40.01,67.44,117.08,0.57,49260,28,00:03:29,209,00:00:07,7,y,5975,21855,5359,1499,1312,1000.833333,272.3333333,93.7,43.73333333
10-11-2020,14:45,ACT,4,4,F,E_1,NA,K30,cont,14.1,12,M,48,180.011,265.068,0.558173643,0.538209137,176,263,315,489,0.15404,1,2.53,63.84,10.73,0.03,3263,12,00:19:10,1150,00:01:36,96,n,28461,2639,4796,60,44,251.3,163.3333333,3.466666667,1.466666667
12-11-2020,09:35,ACT,5,1,D,E_1,NA,K30,cont,14.3,11.9,M,48,160,251.287,0.496124031,0.510227411,158,249,318,488,0.15518,1,6.64,65.17,26.46,0.08,8417,30,00:17:46,1066,00:00:36,36,n,15958,16618,1816,197,1411,668.0666667,114.1333333,53.6,47.03333333
10-11-2020,14:45,ACT,4,4,G,E_2,1371,K31,clip,13.9,11.8,F,41,175.046,262.002,0.542778295,0.531983756,172,263,317,494,0.1566,1,1.34,45.67,7.99,0.01,1870,4,00:19:41,1181,00:04:55,295,n,35474,478,48,0,0,17.53333333,1.6,0,0
12-11-2020,10:45,ACT,5,2,B,E_2,1371,K31,clip,13.7,11.8,F,40,174.003,257.008,0.539544186,0.521843655,171,259,317,496,0.15723,1,0.63,0,4.84,0,980,1,00:20:00,1200,00:20:00,1200,n,36000,0,0,0,0,0,0,0,0
10-11-2020,14:45,ACT,4,4,H,E_2,1421,K32,pit,14.4,12.2,M,57,156.259,255.008,0.484524031,0.517782741,159,254,328,491,0.16105,1,23.33,55.97,69.19,0.39,29145,36,00:09:42,582,00:00:16,16,y,6651,20857,5592,1885,1015,978.3,283.0666667,96.66666667,33.83333333
12-11-2020,10:45,ACT,5,2,C,E_2,1421,K32,pit,14.5,12.3,M,55,174,257.124,0.539534884,0.522079188,172,256,319,490,0.15631,1,23.92,59.97,73.16,0.38,29909,44,00:10:06,606,00:00:14,14,n,5168,25020,3837,1191,758,1026.866667,192.8666667,64.96666667,25.26666667
10-11-2020,16:00,ACT,4,5,A,E_2,NA,K33,cont,15,13,M,63,162.049,255.125,0.502477519,0.518020305,163,255,324,492,0.15941,1,15.56,53.22,58.32,0.26,19695,36,00:12:28,748,00:00:21,21,n,8045,19965,4880,627,2437,930.3,264.8,102.1333333,81.23333333
12-11-2020,09:35,ACT,5,1,G,E_2,NA,K33,cont,15,12.9,M,62,175.026,263.008,0.542716279,0.534026396,172,262,317,491,0.15565,1,5.09,55.12,23.67,0.07,6628,10,00:18:09,1089,00:01:49,109,n,1593,4757,849,28273,503,1146.066667,987.5,959.2,16.76666667
10-11-2020,16:00,ACT,4,5,B,E_2,NA,K34,cont,13.2,11.3,F,31,177.025,257.031,0.548914729,0.521890355,176,261,321,500,0.1605,1,7.67,62.41,28.92,0.11,9633,15,00:17:02,1022,00:01:08,68,n,29412,6203,312,38,35,219.6,12.83333333,2.433333333,1.166666667
12-11-2020,10:45,ACT,5,2,D,E_2,NA,K34,cont,13.2,10.9,F,32,162.012,254.238,0.502362791,0.516219289,162,254,322,492,0.15842,1,12.62,61.96,42.92,0.18,15657,27,00:14:39,879,00:00:33,33,n,28405,6793,279,251,272,253.1666667,26.73333333,17.43333333,9.066666667
10-11-2020,16:00,ACT,4,5,C,E_2,1442,K35,clip,14.6,12.4,F,55,173.003,256.018,0.536443411,0.519833503,175,258,326,496,0.1617,1,0.94,26.6,5.87,0.01,1400,4,00:19:49,1189,00:04:57,297,y,35937,63,0,0,0,2.1,0,0,0
12-11-2020,09:35,ACT,5,1,H,E_2,1442,K35,clip,14.7,12.5,F,54,158.155,255.002,0.490403101,0.517770558,157,251,320,485,0.1552,1,31.95,87.03,86.03,0.35,38958,67,00:10:35,635,00:00:09,9,n,16407,13974,3861,1104,654,653.1,187.3,58.6,21.8
10-11-2020,16:00,ACT,4,5,D,E_2,1419,K36,pit,12.5,10.6,F,31,159.013,252.097,0.493063566,0.511872081,157,254,318,496,0.15773,0.98,30.2,53.63,99.44,0.53,37936,39,00:04:51,291,00:00:07,7,n,14922,14219,3914,1062,1017,673.7333333,199.7666667,69.3,33.9
12-11-2020,10:45,ACT,5,2,A,E_2,1419,K36,pit,12.5,10.6,F,30,162.012,254.049,0.502362791,0.515835533,163,256,324,496,0.1607,0.97,28.55,51.27,97.22,0.52,36134,43,00:05:03,303,00:00:07,7,n,13904,14266,3239,1239,2330,702.4666667,226.9333333,118.9666667,77.66666667
10-11-2020,16:00,ACT,4,5,E,E_3,1322,K37,pit,13.7,11.8,M,45,165.048,259.124,0.511776744,0.526140102,169,260,330,494,0.16302,1,22.89,59.63,75.88,0.36,28481,54,00:09:42,582,00:00:11,11,y,8815,21199,4065,1281,640,906.1666667,199.5333333,64.03333333,21.33333333
12-11-2020,10:45,ACT,5,2,H,E_3,1322,K37,pit,13.5,11.6,M,45,159.079,255.002,0.493268217,0.517770558,158,254,320,491,0.15712,1,11,49.98,40.96,0.19,13923,60,00:14:47,887,00:00:15,15,n,11116,21031,1724,1732,397,829.4666667,128.4333333,70.96666667,13.23333333
10-11-2020,16:00,ACT,4,5,F,E_3,1270,K38,clip,18.6,15.7,F,86,179.011,263.068,0.555072868,0.534148223,174,263,313,492,0.154,0.99,28.16,60.57,87.5,0.44,35395,36,00:08:39,519,00:00:14,14,n,4327,25334,5643,374,137,1049.6,205.1333333,17.03333333,4.566666667
12-11-2020,10:45,ACT,5,2,F,E_3,1270,K38,clip,18.2,15.5,F,84,181.003,265.047,0.561249612,0.538166497,177,264,315,491,0.15467,1,13.67,57.39,44.04,0.21,17284,35,00:14:24,864,00:00:25,25,n,14028,20704,1234,34,0,732.4,42.26666667,1.133333333,0
10-11-2020,16:00,ACT,4,5,G,E_3,NA,K39,cont,14.3,12.2,F,49,174.103,261.031,0.539854264,0.530012183,172,262,319,494,0.15759,1,12.53,67.53,42.2,0.17,15663,29,00:15:55,955,00:00:33,33,n,13484,22212,206,79,19,750.5333333,10.13333333,3.266666667,0.633333333
12-11-2020,11:55,ACT,5,3,A,E_3,NA,K39,cont,14.2,12.3,F,48,166.027,255.096,0.514812403,0.517961421,162,256,315,494,0.15561,1,22.97,58.05,69.27,0.37,28352,49,00:09:59,599,00:00:12,12,n,13710,17277,2701,1414,898,743,167.1,77.06666667,29.93333333
10-11-2020,16:00,ACT,4,5,H,E_3,NA,K40,cont,13.7,11.6,M,41,158.382,256.008,0.491106977,0.519813198,159,255,324,491,0.15908,1,7.24,56.37,26.16,0.11,9101,31,00:17:03,1023,00:00:33,33,n,24047,8152,1817,1427,557,398.4333333,126.7,66.13333333,18.56666667
12-11-2020,11:55,ACT,5,3,B,E_3,NA,K40,cont,13.6,11.5,M,42,178.011,258.002,0.551972093,0.523861929,174,258,315,492,0.15498,1,4.42,46.36,19.04,0.07,5753,21,00:17:58,1078,00:00:51,51,n,24864,6155,4674,217,90,371.2,166.0333333,10.23333333,3
10-11-2020,17:10,ACT,4,6,A,E_3,1308,K41,pit,16.6,14.2,M,64,162.012,255.018,0.502362791,0.517803046,164,252,326,487,0.15876,1,27.28,59.91,67.54,0.43,33607,78,00:07:19,439,00:00:06,6,y,2800,22670,6313,1865,2352,1106.666667,351,140.5666667,78.4
12-11-2020,10:45,ACT,5,2,E,E_3,1308,K41,pit,16.2,13.8,M,62,164.076,264.03,0.508762791,0.536101523,164,261,322,487,0.15681,1,2.54,49.26,13.69,0.02,3435,12,00:19:22,1162,00:01:37,97,n,158,34888,90,327,537,1194.733333,31.8,28.8,17.9
10-11-2020,17:10,ACT,4,6,B,E_3,1272,K42,clip,14.5,12.4,F,53,176.102,258.031,0.546052713,0.523920812,177,258,324,492,0.15941,1,30.34,60.36,89.82,0.48,37723,23,00:05:35,335,00:00:15,15,n,7865,18495,3278,2971,3279,934.1,317.6,208.3333333,109.3
12-11-2020,10:45,ACT,5,2,G,E_3,1272,K42,clip,14.2,12.4,F,52,176.045,265.008,0.545875969,0.53808731,174,266,319,494,0.15759,1,22.92,59.51,72.47,0.36,28200,75,00:09:03,543,00:00:07,7,n,3344,16850,5817,5769,4192,1087.6,525.9333333,332.0333333,139.7333333
10-11-2020,17:10,ACT,4,6,C,E_4,1285,K43,pit,14.5,12.3,M,51,173.046,258.048,0.536576744,0.52395533,174,257,324,490,0.15876,1,25.28,51.48,82.79,0.46,31845,52,00:06:06,366,00:00:07,7,n,3595,17705,6314,3016,5319,1078.466667,488.3,277.8333333,177.3
12-11-2020,11:55,ACT,5,3,H,E_4,1285,K43,pit,14.5,12.2,M,50,158.028,258.008,0.490009302,0.523874112,155,253,316,483,0.15263,1,14.18,48.86,52.44,0.26,18089,61,00:12:18,738,00:00:12,12,n,9821,21920,2645,682,932,872.6333333,141.9666667,53.8,31.06666667
10-11-2020,17:10,ACT,4,6,D,E_4,1298,K44,clip,15.4,13,M,60,160.003,251.39,0.496133333,0.510436548,157,253,316,496,0.15674,1,40.83,68.82,123.5,0.57,51364,24,00:03:43,223,00:00:09,9,n,4780,22899,7045,563,713,1040.666667,277.3666667,42.53333333,23.76666667
